GrLivArea,BedroomAbvGr,Bathrooms,PropertyAge,GarageCars,TotalBsmtSF,OverallQual,LotArea,TotRmsAbvGrd,2ndFlrSF,GarageArea,BsmtFinSF1,BsmtUnfSF,1stFlrSF,GarageYrBlt,WoodDeckSF,OpenPorchSF,MasVnrArea,OverallCond,LotShape,ScreenPorch,MSSubClass,LotFrontage,CrimeRate,MedianIncome,InterestRate,UnemploymentRate,YrSold,MoSold,QrtSold,BldgType,RenovationFlag,SaleDate,SalePrice
630,1,2.0,39,1.0,630.0,4,1477,3,0,286.0,509.0,121.0,630,1970.0,0,0,0.0,4,Reg,0,180,21.0,26.11993393300743,50720.0,4.8,4.9,2009,4,Q2,TwnhsE,0,2009-04-01,80000.0
1284,2,1.5,62,1.0,720.0,5,3500,5,564,240.0,312.0,408.0,720,1948.0,0,35,0.0,7,Reg,0,50,50.0,26.11993393300743,50720.0,4.8,4.9,2009,4,Q2,1Fam,1,2009-04-01,110000.0
1772,3,3.5,11,2.0,928.0,6,8750,7,844,492.0,606.0,322.0,928,1998.0,150,96,120.0,5,Reg,0,60,70.0,26.11993393300743,50720.0,4.8,4.9,2009,4,Q2,1Fam,0,2009-04-01,175588.618271096
1444,3,3.0,7,2.0,1431.0,7,10739,6,0,577.0,1259.0,172.0,1444,2002.0,144,40,68.0,5,IR1,0,20,65.0,26.11993393300743,50720.0,4.8,4.9,2009,4,Q2,1Fam,1,2009-04-01,179503.046546829
858,2,2.0,27,2.0,858.0,5,7252,5,0,576.0,685.0,173.0,858,1983.0,120,0,0.0,5,IR1,0,85,68.0,26.11993393300743,50720.0,4.8,4.9,2009,4,Q2,1Fam,0,2009-04-01,134900.0
1539,3,1.5,73,2.0,927.0,5,6120,5,472,576.0,0.0,927.0,1067,1995.0,112,0,0.0,6,Reg,0,50,51.0,26.11993393300743,50720.0,4.8,4.9,2009,4,Q2,1Fam,1,2009-04-01,141500.0
1453,3,3.0,48,2.0,1453.0,6,10573,6,0,530.0,1312.0,141.0,1453,1961.0,0,49,3.0,6,IR1,288,20,92.0,26.11993393300743,50720.0,4.8,4.9,2009,4,Q2,1Fam,0,2009-04-01,179176.352180931
1434,3,2.0,8,2.0,1454.0,7,8529,6,0,527.0,20.0,1434.0,1434,2001.0,290,39,0.0,5,IR1,0,20,65.0,26.11993393300743,50720.0,4.8,4.9,2009,4,Q2,1Fam,0,2009-04-01,189000.0
1456,2,2.0,1,2.0,1451.0,9,6472,6,0,539.0,0.0,1451.0,1456,2008.0,192,42,500.0,5,Reg,0,120,48.0,26.11993393300743,50720.0,4.8,4.9,2009,4,Q2,TwnhsE,0,2009-04-01,157829.546854733
1529,4,2.0,64,1.0,0.0,4,8405,9,441,240.0,0.0,0.0,1088,1945.0,92,0,0.0,3,Reg,0,50,50.0,26.11993393300743,50720.0,4.8,4.9,2009,4,Q2,1Fam,1,2009-04-01,98000.0
1584,4,2.0,42,3.0,1584.0,5,8944,8,0,792.0,0.0,1584.0,1584,1967.0,0,152,0.0,5,Reg,0,90,65.0,26.11993393300743,50720.0,4.8,4.9,2009,4,Q2,Duplex,0,2009-04-01,124000.0
1768,3,2.5,2,2.0,866.0,8,10769,7,902,578.0,20.0,846.0,866,2007.0,144,105,0.0,5,IR1,0,60,68.0,26.11993393300743,50720.0,4.8,4.9,2009,4,Q2,1Fam,0,2009-04-01,212000.0
2256,4,2.5,9,2.0,952.0,7,8795,8,1276,554.0,300.0,652.0,980,2000.0,224,54,0.0,5,IR1,0,60,68.0,26.11993393300743,50720.0,4.8,4.9,2009,4,Q2,1Fam,0,2009-04-01,236000.0
1441,3,2.5,31,2.0,855.0,6,2289,7,586,440.0,311.0,544.0,855,1978.0,28,0,0.0,6,Reg,0,160,24.0,26.11993393300743,50720.0,4.8,4.9,2009,4,Q2,Twnhs,0,2009-04-01,148500.0
1217,3,1.5,29,1.0,626.0,6,10762,6,591,288.0,0.0,626.0,626,1980.0,0,28,0.0,6,Reg,0,160,75.0,26.11993393300743,50720.0,4.8,4.9,2009,4,Q2,TwnhsE,0,2009-04-01,120000.0
1116,3,3.0,35,2.0,1116.0,6,10140,6,0,528.0,888.0,228.0,1116,1974.0,0,0,196.0,6,Reg,0,20,78.0,26.11993393300743,50720.0,4.8,4.9,2009,4,Q2,1Fam,0,2009-04-01,178324.191575907
1567,2,3.0,32,2.0,1567.0,6,9819,5,0,714.0,1567.0,0.0,1567,1977.0,264,32,0.0,5,IR1,0,20,68.0,26.11993393300743,50720.0,4.85,5.0,2009,5,Q2,1Fam,0,2009-05-01,196000.0
2020,3,3.0,1,3.0,2020.0,9,12350,7,0,896.0,1232.0,788.0,2020,2008.0,192,98,450.0,5,Reg,0,20,95.0,26.11993393300743,50720.0,4.85,5.0,2009,5,Q2,1Fam,0,2009-05-01,183778.44888032
1800,2,2.0,2,2.0,1800.0,9,11923,7,0,702.0,0.0,1800.0,1800,2007.0,288,136,0.0,5,IR1,0,20,122.0,26.11993393300743,50720.0,4.85,5.0,2009,5,Q2,1Fam,0,2009-05-01,239000.0
2640,4,1.5,129,4.0,1240.0,7,11700,8,1320,864.0,0.0,1240.0,1320,1950.0,181,0,0.0,7,IR1,0,70,65.0,26.11993393300743,50720.0,4.85,5.0,2009,5,Q2,1Fam,1,2009-05-01,265979.0
2640,5,2.5,42,2.0,932.0,6,10400,8,1369,515.0,0.0,932.0,1271,1967.0,0,120,256.0,7,Reg,168,60,80.0,26.11993393300743,50720.0,4.85,5.0,2009,5,Q2,1Fam,1,2009-05-01,206492.534215854
968,2,1.0,99,0.0,600.0,3,5925,6,368,0.0,0.0,600.0,600,1979.0,0,0,0.0,6,Reg,0,50,50.0,26.11993393300743,50720.0,4.85,5.0,2009,5,Q2,1Fam,1,2009-05-01,37900.0
1358,2,3.0,2,2.0,1350.0,7,10307,6,0,484.0,876.0,474.0,1358,2008.0,192,26,176.0,5,IR1,0,120,80.0,26.11993393300743,50720.0,4.85,5.0,2009,5,Q2,TwnhsE,1,2009-05-01,166481.86647592
1504,1,2.0,4,2.0,1346.0,7,3182,7,0,457.0,16.0,1330.0,1504,2005.0,156,0,16.0,5,Reg,0,120,43.0,26.11993393300743,50720.0,4.85,5.0,2009,5,Q2,TwnhsE,1,2009-05-01,181000.0
1884,2,3.0,1,2.0,1884.0,9,7390,6,0,649.0,800.0,1084.0,1884,2008.0,231,90,308.0,5,IR1,0,120,44.0,26.11993393300743,50720.0,4.85,5.0,2009,5,Q2,TwnhsE,1,2009-05-01,160741.098612515
1362,3,2.0,52,3.0,1040.0,4,9450,6,0,768.0,775.0,265.0,1362,1982.0,0,0,160.0,5,IR1,0,20,68.0,26.11993393300743,50720.0,4.85,5.0,2009,5,Q2,1Fam,0,2009-05-01,178071.137668844
630,1,2.0,39,1.0,630.0,4,1526,3,0,286.0,515.0,115.0,630,1970.0,0,0,0.0,8,Reg,0,180,21.0,26.11993393300743,50720.0,4.85,5.0,2009,5,Q2,Twnhs,1,2009-05-01,86000.0
1320,3,2.5,38,2.0,1232.0,6,16500,5,0,495.0,962.0,270.0,1320,1971.0,0,20,509.0,5,Reg,0,85,68.0,26.11993393300743,50720.0,4.85,5.0,2009,5,Q2,1Fam,0,2009-05-01,191945.808027777
1402,3,2.0,1,2.0,1402.0,7,8640,7,0,625.0,0.0,1402.0,1402,2008.0,205,126,0.0,5,Reg,0,20,72.0,26.11993393300743,50720.0,4.85,5.0,2009,5,Q2,1Fam,0,2009-05-01,176477.026606328
1126,2,2.0,60,2.0,0.0,4,8777,5,0,520.0,0.0,0.0,1126,2002.0,0,96,0.0,5,Reg,0,20,67.0,26.11993393300743,50720.0,4.85,5.0,2009,5,Q2,1Fam,1,2009-05-01,108000.0
2050,4,2.5,31,2.0,832.0,7,13250,8,896,529.0,0.0,832.0,1154,1978.0,192,192,256.0,6,IR1,0,60,68.0,26.11993393300743,50720.0,4.85,5.0,2009,5,Q2,1Fam,0,2009-05-01,198825.563452058
1953,3,2.5,4,3.0,1082.0,8,10574,9,871,1043.0,0.0,1082.0,1082,2005.0,160,50,0.0,5,Reg,0,60,85.0,26.11993393300743,50720.0,4.85,5.0,2009,5,Q2,1Fam,1,2009-05-01,252000.0
1707,3,2.0,31,2.0,1140.0,6,11088,7,0,479.0,832.0,308.0,1707,1978.0,0,0,144.0,5,Reg,0,20,80.0,26.11993393300743,50720.0,4.85,5.0,2009,5,Q2,1Fam,1,2009-05-01,181294.784484153
792,2,1.0,85,1.0,768.0,5,9022,5,0,240.0,0.0,768.0,792,1924.0,316,0,0.0,8,Reg,0,30,52.0,26.11993393300743,50720.0,4.85,5.0,2009,5,Q2,1Fam,1,2009-05-01,109500.0
2312,4,3.5,10,3.0,1177.0,7,15896,8,1089,658.0,913.0,264.0,1223,1999.0,298,0,210.0,5,IR2,0,60,68.0,26.11993393300743,50720.0,4.85,5.0,2009,5,Q2,1Fam,0,2009-05-01,204032.992922943
1306,2,2.0,52,1.0,992.0,5,8712,5,0,756.0,860.0,132.0,1306,1968.0,0,0,0.0,7,IR1,0,20,64.0,26.11993393300743,50720.0,4.85,5.0,2009,5,Q2,1Fam,1,2009-05-01,153000.0
1571,3,2.5,16,2.0,799.0,6,7837,7,772,380.0,0.0,799.0,799,1993.0,0,40,0.0,7,IR1,0,60,59.0,26.11993393300743,50720.0,4.85,5.0,2009,5,Q2,1Fam,1,2009-05-01,178000.0
2153,3,3.5,9,3.0,1440.0,9,11050,8,677,736.0,904.0,536.0,1476,2000.0,253,142,204.0,5,Reg,0,60,68.0,26.11993393300743,50720.0,4.85,5.0,2009,5,Q2,1Fam,0,2009-05-01,313000.0
1348,3,2.0,84,1.0,884.0,5,6000,5,464,216.0,0.0,884.0,884,1960.0,0,0,0.0,8,Reg,0,50,50.0,26.11993393300743,50720.0,4.85,5.0,2009,5,Q2,1Fam,1,2009-05-01,117000.0
1374,3,2.5,5,2.0,384.0,7,9734,7,630,400.0,241.0,30.0,744,2004.0,0,0,0.0,5,IR1,0,80,61.0,26.11993393300743,50720.0,4.85,5.0,2009,5,Q2,1Fam,0,2009-05-01,178630.060559899
1342,3,3.5,6,2.0,698.0,7,8174,7,644,393.0,494.0,204.0,698,2003.0,100,56,0.0,5,IR1,0,60,68.0,26.11993393300743,50720.0,4.85,5.0,2009,5,Q2,1Fam,0,2009-05-01,175559.920735795
848,1,2.0,6,2.0,848.0,6,4435,4,0,420.0,685.0,163.0,848,2003.0,140,0,170.0,5,Reg,0,120,68.0,26.11993393300743,50720.0,4.85,5.0,2009,5,Q2,TwnhsE,0,2009-05-01,140000.0
1556,4,1.5,41,2.0,727.0,6,11700,8,727,441.0,298.0,429.0,829,1968.0,0,0,0.0,6,Reg,0,60,78.0,26.11993393300743,50720.0,4.85,5.0,2009,5,Q2,1Fam,0,2009-05-01,154000.0
1576,3,3.5,86,2.0,1324.0,5,21384,6,504,528.0,1309.0,15.0,1072,1923.0,0,312,0.0,6,Reg,0,70,144.0,26.11993393300743,50720.0,4.85,5.0,2009,5,Q2,1Fam,1,2009-05-01,223500.0
1456,3,2.5,32,2.0,855.0,6,2349,6,601,440.0,389.0,466.0,855,1977.0,0,28,0.0,5,Reg,0,160,24.0,26.11993393300743,50720.0,4.85,5.0,2009,5,Q2,Twnhs,0,2009-05-01,164096.097354123
1114,3,1.5,5,2.0,1114.0,7,13072,6,0,576.0,0.0,1114.0,1114,2005.0,248,102,0.0,5,Reg,0,20,63.0,26.11993393300743,50720.0,4.85,5.0,2009,5,Q2,1Fam,1,2009-05-01,185199.372568143
1530,3,2.0,2,3.0,1530.0,9,12606,7,0,984.0,0.0,1530.0,1530,2008.0,212,136,120.0,5,IR1,0,20,112.0,26.11993393300743,50720.0,4.85,5.0,2009,5,Q2,1Fam,1,2009-05-01,184282.266697609
1229,2,1.5,29,2.0,561.0,6,1300,5,668,462.0,285.0,276.0,561,1980.0,150,0,0.0,6,Reg,0,160,24.0,26.11993393300743,50720.0,4.85,5.0,2009,5,Q2,TwnhsE,0,2009-05-01,124000.0
1882,4,2.0,28,2.0,0.0,6,8250,8,918,612.0,0.0,0.0,964,1981.0,0,0,0.0,7,Reg,0,90,75.0,26.11993393300743,50720.0,4.85,5.0,2009,5,Q2,Duplex,0,2009-05-01,188985.371708134
1020,3,2.0,44,1.0,1024.0,5,9316,5,0,288.0,544.0,480.0,1020,1965.0,171,0,0.0,5,IR1,0,20,68.0,26.11993393300743,50720.0,4.85,5.0,2009,5,Q2,1Fam,0,2009-05-01,177807.420530107
1344,3,1.5,39,0.0,546.0,4,1533,6,546,0.0,0.0,546.0,798,1979.0,0,0,0.0,6,Reg,0,160,21.0,26.11993393300743,50720.0,4.85,5.0,2009,5,Q2,Twnhs,1,2009-05-01,97000.0
2061,4,3.0,35,2.0,1165.0,7,9600,8,896,498.0,698.0,467.0,1165,1974.0,0,77,252.0,5,Reg,196,60,80.0,26.11993393300743,50720.0,4.85,5.0,2009,5,Q2,1Fam,0,2009-05-01,191642.223478994
1230,2,1.5,99,2.0,440.0,5,10440,5,548,440.0,0.0,440.0,682,1966.0,74,0,0.0,6,Reg,0,50,60.0,26.11993393300743,50720.0,4.85,5.0,2009,5,Q2,1Fam,1,2009-05-01,110000.0
1228,3,1.0,91,1.0,600.0,7,7155,6,600,215.0,0.0,600.0,628,1918.0,0,113,0.0,8,Reg,195,70,53.0,26.11993393300743,50720.0,4.85,5.0,2009,5,Q2,1Fam,1,2009-05-01,173554.489658383
1365,3,1.5,39,2.0,765.0,5,2368,7,600,440.0,765.0,0.0,765,1970.0,0,36,312.0,6,Reg,0,160,24.0,26.11993393300743,50720.0,4.85,5.0,2009,5,Q2,TwnhsE,0,2009-05-01,125000.0
1412,4,1.0,70,1.0,780.0,6,6000,6,587,280.0,0.0,780.0,825,1939.0,45,0,0.0,6,Reg,0,50,50.0,26.11993393300743,50720.0,4.85,5.0,2009,5,Q2,1Fam,1,2009-05-01,132500.0
1290,2,3.0,2,2.0,1282.0,7,6762,6,0,662.0,902.0,380.0,1290,2007.0,168,0,0.0,5,Reg,0,20,64.0,26.11993393300743,50720.0,4.85,5.0,2009,5,Q2,1Fam,0,2009-05-01,159505.170529478
1654,3,2.0,79,1.0,297.0,5,4960,7,653,336.0,0.0,297.0,1001,1955.0,244,60,0.0,7,Reg,0,70,50.0,26.11993393300743,50720.0,4.85,5.0,2009,5,Q2,1Fam,1,2009-05-01,169234.6454828
1474,3,2.5,14,2.0,384.0,7,8530,7,670,400.0,0.0,384.0,804,1995.0,120,72,22.0,5,IR1,0,80,68.0,26.11993393300743,50720.0,4.85,5.0,2009,5,Q2,1Fam,1,2009-05-01,168500.0
990,3,2.0,15,2.0,990.0,5,8072,5,0,480.0,746.0,244.0,990,2000.0,0,64,0.0,5,Reg,0,20,60.0,26.11993393300743,50720.0,4.85,5.0,2009,5,Q2,1Fam,1,2009-05-01,138000.0
1560,2,1.0,53,1.0,1150.0,5,11767,7,0,313.0,546.0,604.0,1560,1956.0,0,0,259.0,5,Reg,0,20,70.0,26.11993393300743,50720.0,4.85,5.0,2009,5,Q2,1Fam,0,2009-05-01,169355.202465146
1382,3,2.0,47,2.0,1362.0,6,19296,6,0,884.0,672.0,0.0,1382,1991.0,0,0,399.0,5,Reg,0,80,120.0,26.11993393300743,50720.0,4.85,5.0,2009,5,Q2,1Fam,0,2009-05-01,176000.0
1578,3,2.0,1,3.0,1573.0,8,9262,7,0,840.0,0.0,1573.0,1578,2008.0,0,36,194.0,5,Reg,0,20,78.0,26.11993393300743,50720.0,4.85,5.0,2009,5,Q2,1Fam,1,2009-05-01,287090.0
1904,3,2.5,59,1.0,1208.0,5,7200,7,768,240.0,180.0,676.0,1136,1950.0,0,0,0.0,4,Reg,0,50,60.0,26.11993393300743,50720.0,4.85,5.0,2009,5,Q2,1Fam,1,2009-05-01,138000.0
1983,3,2.5,10,2.0,978.0,7,10762,9,978,490.0,694.0,284.0,1005,1999.0,0,0,344.0,5,IR1,0,60,68.0,26.11993393300743,50720.0,4.85,5.0,2009,5,Q2,1Fam,0,2009-05-01,225000.0
1040,3,2.0,42,2.0,1040.0,6,11500,6,0,480.0,872.0,108.0,1040,1967.0,0,0,0.0,4,IR1,0,20,77.0,26.11993393300743,50720.0,4.85,5.0,2009,5,Q2,1Fam,0,2009-05-01,182105.616283853
1288,3,2.0,92,1.0,624.0,6,3600,5,624,280.0,0.0,624.0,664,1917.0,0,103,0.0,7,Reg,0,70,60.0,26.11993393300743,50720.0,4.85,5.0,2009,5,Q2,1Fam,1,2009-05-01,166558.113328453
816,2,2.0,71,1.0,816.0,4,8877,3,0,288.0,690.0,126.0,816,1958.0,0,0,0.0,6,Reg,0,20,67.0,26.11993393300743,50720.0,4.85,5.0,2009,5,Q2,1Fam,1,2009-05-01,100000.0
952,2,1.0,93,1.0,952.0,6,8854,4,0,192.0,0.0,952.0,952,1916.0,0,98,0.0,6,Reg,40,30,68.0,26.11993393300743,50720.0,4.85,5.0,2009,5,Q2,1Fam,1,2009-05-01,121000.0
972,2,2.0,61,1.0,972.0,6,8000,5,0,240.0,680.0,292.0,972,1948.0,0,0,0.0,6,Reg,0,20,50.0,26.11993393300743,50720.0,4.85,5.0,2009,5,Q2,1Fam,1,2009-05-01,132000.0
1039,2,1.0,109,1.0,405.0,4,8146,6,322,281.0,0.0,405.0,717,1940.0,0,0,0.0,8,Reg,111,70,80.0,26.11993393300743,50720.0,4.85,5.0,2009,5,Q2,1Fam,1,2009-05-01,162228.935604196
1561,3,3.0,49,2.0,1561.0,6,13339,6,0,463.0,65.0,621.0,1561,1960.0,0,148,132.0,6,IR1,120,20,90.0,26.11993393300743,50720.0,4.85,5.0,2009,5,Q2,1Fam,0,2009-05-01,185724.838807268
1870,3,2.5,8,2.0,944.0,7,11250,6,926,608.0,0.0,944.0,944,2001.0,256,43,0.0,5,Reg,0,60,68.0,26.11993393300743,50720.0,4.85,5.0,2009,5,Q2,1Fam,0,2009-05-01,181613.606696657
1302,3,2.5,38,1.0,630.0,5,1680,6,672,280.0,0.0,630.0,630,1991.0,0,0,142.0,5,Reg,0,160,21.0,26.11993393300743,50720.0,4.85,5.0,2009,5,Q2,Twnhs,0,2009-05-01,112000.0
1442,3,2.0,19,2.0,1424.0,7,11851,5,0,500.0,0.0,1424.0,1442,1990.0,0,34,0.0,5,Reg,0,20,99.0,26.11993393300743,50720.0,4.85,5.0,2009,5,Q2,1Fam,0,2009-05-01,180500.0
1569,1,2.5,2,3.0,1386.0,7,3635,7,0,660.0,988.0,398.0,1569,2007.0,143,20,130.0,5,Reg,0,120,51.0,26.11993393300743,50720.0,4.85,5.0,2009,5,Q2,TwnhsE,0,2009-05-01,175900.0
1032,2,1.0,29,2.0,516.0,6,1733,5,516,452.0,0.0,516.0,516,1980.0,279,0,0.0,6,Reg,0,160,24.0,26.11993393300743,50720.0,4.85,5.0,2009,5,Q2,Twnhs,0,2009-05-01,149607.905673439
987,2,1.5,37,1.0,483.0,6,1680,5,504,264.0,162.0,321.0,483,1972.0,250,0,510.0,8,Reg,0,160,21.0,26.11993393300743,50720.0,4.85,5.0,2009,5,Q2,Twnhs,1,2009-05-01,118000.0
1555,2,2.0,4,2.0,1373.0,7,3182,7,0,430.0,16.0,1357.0,1555,2005.0,143,20,16.0,5,Reg,0,120,43.0,26.11993393300743,50720.0,4.85,5.0,2009,5,Q2,TwnhsE,1,2009-05-01,192500.0
2052,3,2.5,9,3.0,1107.0,8,10125,7,1012,642.0,445.0,412.0,1040,2000.0,210,91,0.0,5,Reg,0,60,75.0,26.11993393300743,50720.0,4.85,5.0,2009,5,Q2,1Fam,1,2009-05-01,179399.563554274
1978,2,3.0,2,3.0,1978.0,9,12633,7,0,920.0,1640.0,338.0,1978,2007.0,308,52,290.0,5,IR1,0,20,85.0,26.11993393300743,50720.0,4.85,5.0,2009,5,Q2,1Fam,0,2009-05-01,171059.523675194
1339,3,1.0,51,1.0,1029.0,5,7560,6,0,294.0,504.0,525.0,1339,1958.0,0,0,0.0,6,Reg,0,20,70.0,26.11993393300743,50720.0,4.85,5.0,2009,5,Q2,1Fam,1,2009-05-01,139000.0
572,2,1.0,84,1.0,572.0,4,10200,4,0,200.0,0.0,572.0,572,1940.0,0,0,0.0,6,Reg,0,30,60.0,26.11993393300743,50720.0,4.85,5.0,2009,5,Q2,1Fam,1,2009-05-01,166271.2863726
1864,6,2.5,107,0.0,1020.0,7,5852,9,886,0.0,169.0,851.0,978,1979.0,0,188,188.0,5,IR3,0,190,41.0,26.11993393300743,50720.0,4.85,5.0,2009,5,Q2,2fmCon,1,2009-05-01,210817.775863413
2450,3,3.5,11,3.0,1284.0,8,16545,7,1140,1069.0,781.0,503.0,1310,1998.0,0,126,731.0,5,IR1,0,60,68.0,26.11993393300743,50720.0,4.85,5.0,2009,5,Q2,1Fam,0,2009-05-01,340000.0
1217,3,3.0,19,2.0,1188.0,7,9947,6,0,497.0,611.0,577.0,1217,1990.0,168,27,0.0,5,IR1,0,80,68.0,26.11993393300743,50720.0,5.4,6.0,2009,6,Q2,1Fam,1,2009-06-01,173000.0
1501,3,3.0,10,2.0,1490.0,7,10335,6,0,577.0,679.0,811.0,1501,1999.0,144,29,183.0,5,IR1,0,20,78.0,26.11993393300743,50720.0,5.4,6.0,2009,6,Q2,1Fam,0,2009-06-01,204000.0
1296,2,3.0,8,2.0,1267.0,8,6853,6,0,471.0,1005.0,262.0,1296,2001.0,192,25,136.0,5,IR1,0,20,68.0,26.11993393300743,50720.0,5.4,6.0,2009,6,Q2,1Fam,1,2009-06-01,220000.0
1535,4,2.0,30,2.0,0.0,5,7018,8,0,400.0,0.0,0.0,1535,1979.0,0,0,0.0,5,Reg,0,90,64.0,26.11993393300743,50720.0,5.4,6.0,2009,6,Q2,Duplex,0,2009-06-01,187665.64101603
1621,3,3.0,34,2.0,1621.0,5,9373,7,0,478.0,1333.0,120.0,1621,1975.0,0,0,161.0,7,IR1,490,20,68.0,26.11993393300743,50720.0,5.4,6.0,2009,6,Q2,1Fam,0,2009-06-01,179024.491269586
2126,3,3.0,42,2.0,1013.0,5,28698,7,966,538.0,249.0,0.0,1160,1967.0,486,0,0.0,5,IR2,225,60,68.0,26.11993393300743,50720.0,5.4,6.0,2009,6,Q2,1Fam,0,2009-06-01,185000.0
1144,3,2.0,53,1.0,1169.0,5,8760,6,0,286.0,856.0,313.0,1144,1956.0,257,0,164.0,7,Reg,0,20,73.0,26.11993393300743,50720.0,5.4,6.0,2009,6,Q2,1Fam,0,2009-06-01,177818.083761781
2184,4,2.5,6,2.0,1068.0,8,12334,8,1116,570.0,0.0,1068.0,1068,2003.0,192,132,198.0,5,IR1,0,60,68.0,26.11993393300743,50720.0,5.4,6.0,2009,6,Q2,1Fam,0,2009-06-01,198127.73287817
1760,3,3.0,6,2.0,1760.0,7,12878,8,0,583.0,1262.0,498.0,1760,2003.0,165,190,418.0,5,IR1,0,20,90.0,26.11993393300743,50720.0,5.4,6.0,2009,6,Q2,1Fam,1,2009-06-01,185922.465682076
1430,3,2.0,8,2.0,1413.0,7,16285,6,0,605.0,0.0,1413.0,1430,2001.0,0,33,0.0,5,IR2,0,20,67.0,26.11993393300743,50720.0,5.4,6.0,2009,6,Q2,1Fam,1,2009-06-01,187100.0
2016,4,1.0,129,2.0,0.0,5,26400,7,728,576.0,0.0,0.0,1288,1900.0,0,0,0.0,7,Reg,0,70,120.0,26.11993393300743,50720.0,5.4,6.0,2009,6,Q2,1Fam,1,2009-06-01,225810.160292177
2520,5,3.5,2,3.0,1508.0,8,23303,10,1012,640.0,1230.0,278.0,1508,2007.0,192,273,20.0,5,IR3,0,60,59.0,26.11993393300743,50720.0,5.4,6.0,2009,6,Q2,1Fam,0,2009-06-01,232991.025583822
2228,6,2.0,30,2.0,0.0,5,7018,8,1114,720.0,0.0,0.0,1114,1979.0,73,0,0.0,5,Reg,0,90,64.0,26.11993393300743,50720.0,5.4,6.0,2009,6,Q2,Duplex,0,2009-06-01,214217.401131694
1478,3,2.5,52,2.0,1478.0,6,8400,6,0,442.0,189.0,628.0,1478,1957.0,114,0,0.0,3,Reg,216,20,70.0,26.11993393300743,50720.0,5.4,6.0,2009,6,Q2,1Fam,0,2009-06-01,156500.0
1204,2,3.0,11,2.0,1204.0,6,4500,5,0,412.0,866.0,338.0,1204,1998.0,0,247,320.0,5,Reg,0,120,32.0,26.11993393300743,50720.0,5.4,6.0,2009,6,Q2,TwnhsE,0,2009-06-01,162000.0
1468,3,2.0,1,3.0,1468.0,8,9178,6,0,904.0,0.0,1468.0,1468,2008.0,192,142,0.0,5,Reg,0,20,71.0,26.11993393300743,50720.0,5.4,6.0,2009,6,Q2,1Fam,0,2009-06-01,178640.723791573
2772,4,4.5,2,3.0,1776.0,9,14257,10,978,754.0,1360.0,416.0,1794,2007.0,135,64,726.0,5,Reg,0,60,110.0,26.11993393300743,50720.0,5.4,6.0,2009,6,Q2,1Fam,0,2009-06-01,201912.270622883
1743,3,3.0,1,3.0,1739.0,9,10367,8,0,927.0,1015.0,724.0,1743,2008.0,168,45,284.0,5,IR1,0,20,87.0,26.11993393300743,50720.0,5.4,6.0,2009,6,Q2,1Fam,0,2009-06-01,180980.721388278
1840,3,3.5,8,2.0,944.0,7,12420,6,896,622.0,666.0,278.0,944,2001.0,0,45,0.0,5,Reg,0,60,79.0,26.11993393300743,50720.0,5.4,6.0,2009,6,Q2,1Fam,0,2009-06-01,230000.0
1513,4,2.0,30,2.0,0.0,5,7007,8,0,400.0,0.0,0.0,1513,1979.0,0,0,0.0,5,Reg,0,90,64.0,26.11993393300743,50720.0,5.4,6.0,2009,6,Q2,Duplex,0,2009-06-01,187643.992594193
1229,2,3.0,30,2.0,1094.0,5,7040,6,0,672.0,1094.0,0.0,1229,1979.0,120,0,216.0,5,Reg,0,90,64.0,26.11993393300743,50720.0,5.4,6.0,2009,6,Q2,Duplex,0,2009-06-01,161157.177744039
1759,3,3.5,17,2.0,1449.0,7,16698,7,815,525.0,800.0,649.0,944,1992.0,150,193,0.0,5,IR1,0,60,68.0,26.11993393300743,50720.0,5.4,6.0,2009,6,Q2,1Fam,1,2009-06-01,193440.372174434
988,3,3.0,50,1.0,988.0,6,9240,6,0,297.0,708.0,280.0,988,1959.0,156,0,0.0,8,IR1,0,20,66.0,26.11993393300743,50720.0,5.4,6.0,2009,6,Q2,1Fam,1,2009-06-01,178762.742169197
883,2,2.0,17,2.0,828.0,5,7669,5,0,698.0,718.0,0.0,883,1998.0,100,32,0.0,6,Reg,0,85,70.0,26.11993393300743,50720.0,5.4,6.0,2009,6,Q2,1Fam,1,2009-06-01,162395.073865424
1513,2,3.0,10,2.0,1462.0,8,15750,5,0,521.0,1246.0,216.0,1513,1999.0,135,34,260.0,5,Reg,0,20,90.0,26.11993393300743,50720.0,5.4,6.0,2009,6,Q2,1Fam,1,2009-06-01,178298.791761954
1273,2,1.0,49,1.0,1273.0,5,14680,5,0,307.0,793.0,480.0,1273,1960.0,483,0,0.0,4,IR1,115,20,80.0,26.11993393300743,50720.0,5.4,6.0,2009,6,Q2,1Fam,0,2009-06-01,176192.990728755
1452,2,2.0,89,0.0,736.0,4,4456,8,716,0.0,0.0,736.0,736,1979.0,0,0,0.0,5,Reg,0,190,33.0,26.11993393300743,50720.0,5.4,6.0,2009,6,Q2,2fmCon,1,2009-06-01,113000.0
1308,2,2.5,69,1.0,728.0,5,9600,7,332,256.0,428.0,300.0,976,1940.0,0,70,0.0,7,IR1,0,50,130.0,26.11993393300743,50720.0,5.4,6.0,2009,6,Q2,1Fam,1,2009-06-01,160000.0
