SalePrice,BedroomAbvGr,Bathrooms,PropertyAge,OverallQual,LotArea,TotRmsAbvGrd,ScreenPorch,YrSold,MoSold,QrtSold
190000.0,2,2.5,44,6,16492,6,0,2010,6,Q2
199900.0,4,2.5,8,7,11214,10,0,2006,7,Q3
119500.0,3,2.0,69,6,8600,7,0,2006,6,Q2
120000.0,2,1.5,59,3,6000,6,0,2007,6,Q2
110000.0,2,1.0,76,6,5684,5,0,2006,6,Q2
280000.0,2,3.0,31,7,70761,5,0,2006,12,Q4
204000.0,3,3.5,11,6,9303,7,0,2007,7,Q3
210000.0,3,2.5,1,8,9000,6,0,2009,6,Q2
188000.0,4,4.0,30,5,9297,8,0,2006,7,Q3
175500.0,3,1.5,34,7,9600,6,0,2007,9,Q3
98000.0,4,1.0,92,5,4571,7,0,2008,5,Q2
256000.0,2,2.0,54,4,53227,6,0,2008,3,Q1
161000.0,3,1.0,83,8,5100,7,0,2008,6,Q2
110000.0,3,2.0,59,5,7015,5,0,2009,7,Q3
263435.0,3,3.5,0,8,8004,8,0,2009,12,Q4
155000.0,3,2.0,73,7,7200,6,0,2009,4,Q2
62383.0,3,1.0,44,5,8281,5,0,2009,12,Q4
188700.0,3,1.5,74,6,11988,6,0,2008,8,Q3
124000.0,3,2.0,31,5,8430,5,0,2009,8,Q3
178740.0,2,2.0,2,7,3072,6,0,2006,5,Q2
167000.0,2,2.0,37,7,10628,5,176,2007,4,Q2
146500.0,3,1.5,65,5,9480,7,0,2007,6,Q2
250000.0,3,2.0,1,8,11428,7,0,2007,5,Q2
187000.0,3,2.5,15,6,9291,7,0,2008,6,Q2
212000.0,1,2.5,25,8,6820,4,140,2010,6,Q2
190000.0,3,2.5,30,7,11952,8,276,2007,11,Q4
148000.0,2,2.0,3,6,3675,5,0,2008,6,Q2
440000.0,2,3.0,1,8,14977,7,0,2007,7,Q3
251000.0,2,3.0,7,8,5330,6,0,2007,8,Q3
132500.0,2,2.0,44,5,8480,5,192,2007,7,Q3
208900.0,3,3.0,11,6,13125,7,0,2008,4,Q2
380000.0,3,2.5,1,9,13693,9,0,2007,3,Q1
297000.0,3,3.0,2,8,10637,7,0,2009,9,Q3
89471.0,2,1.0,70,4,5925,7,0,2007,3,Q1
326000.0,3,3.0,2,9,16033,8,0,2006,3,Q1
374000.0,2,3.0,3,9,11846,6,0,2006,8,Q3
155000.0,4,2.5,94,7,2500,7,0,2009,6,Q2
164000.0,2,3.0,8,6,4500,5,0,2006,5,Q2
132500.0,3,2.0,45,5,7758,6,0,2007,3,Q1
147000.0,3,1.0,59,5,9600,5,0,2009,7,Q3
156000.0,3,2.5,42,5,10289,6,0,2007,6,Q2
175000.0,3,2.0,36,5,12243,7,180,2007,2,Q1
160000.0,3,2.0,106,5,10800,10,0,2006,5,Q2
86000.0,1,2.0,39,4,1526,3,0,2009,5,Q2
115000.0,3,1.5,32,5,2665,4,0,2008,6,Q2
133000.0,3,2.0,65,6,9490,5,0,2006,8,Q3
172785.0,3,2.5,0,6,15578,8,0,2006,5,Q2
155000.0,3,1.5,48,5,7931,6,0,2008,6,Q2
91300.0,2,1.0,71,5,5784,4,0,2009,12,Q4
34900.0,2,1.0,89,4,7879,4,0,2009,11,Q4
430000.0,4,4.0,15,8,12692,10,0,2007,5,Q2
184000.0,4,3.0,83,7,9120,8,0,2008,6,Q2
130000.0,3,1.0,42,5,7800,5,0,2009,6,Q2
120000.0,2,1.5,49,5,7535,5,0,2007,6,Q2
113000.0,3,1.5,34,6,1890,7,0,2007,5,Q2
226700.0,3,2.5,3,7,9803,7,0,2008,2,Q1
140000.0,2,2.0,42,5,9170,6,0,2007,4,Q2
289000.0,1,3.0,51,7,15602,6,161,2010,3,Q1
147000.0,3,3.0,35,6,2308,6,0,2009,6,Q2
124500.0,4,2.0,57,5,7596,10,0,2009,7,Q3
215000.0,3,2.5,13,8,9554,8,0,2006,9,Q3
208300.0,2,2.0,0,6,7862,4,0,2009,9,Q3
161000.0,3,2.0,80,7,9600,7,0,2008,10,Q4
124500.0,3,2.0,50,5,9600,6,0,2009,7,Q3
164900.0,2,2.0,58,5,14559,6,168,2009,6,Q2
202665.0,2,2.0,1,7,6792,6,0,2006,3,Q1
129900.0,3,2.0,48,5,9100,5,0,2006,7,Q3
134000.0,3,1.5,24,6,9187,5,0,2007,6,Q2
96500.0,2,1.0,81,5,10594,5,0,2007,6,Q2
402861.0,3,3.5,0,10,12220,9,0,2009,9,Q3
158000.0,3,2.5,37,6,10448,7,0,2009,8,Q3
265000.0,3,2.5,13,7,10208,7,0,2009,7,Q3
211000.0,3,3.5,9,6,9531,7,0,2007,5,Q2
234000.0,3,1.5,83,7,10918,9,145,2009,6,Q2
106250.0,3,2.0,108,4,10800,7,0,2008,8,Q3
150000.0,3,1.5,50,6,11988,6,0,2007,5,Q2
159000.0,3,2.0,59,6,5000,7,0,2006,10,Q4
184750.0,3,4.5,0,10,40094,11,0,2007,10,Q4
315750.0,3,3.5,11,7,11787,8,0,2007,8,Q3
176000.0,3,2.0,1,7,7500,6,0,2006,4,Q2
132000.0,2,1.0,51,5,13300,4,0,2007,6,Q2
446261.0,3,3.5,0,9,14948,11,0,2008,11,Q4
86000.0,2,2.0,87,4,9098,5,0,2007,7,Q3
200624.0,4,4.0,50,6,32668,9,0,2007,3,Q1
175000.0,3,3.0,20,6,10200,5,0,2008,8,Q3
128000.0,3,2.0,88,6,6155,6,0,2008,6,Q2
107500.0,2,1.0,55,5,7200,5,0,2010,4,Q2
39300.0,1,1.0,61,1,5000,2,0,2007,1,Q1
178000.0,3,2.5,2,8,9056,6,0,2006,10,Q4
107500.0,3,2.0,98,5,7000,5,0,2008,1,Q1
188000.0,3,2.5,10,7,8924,8,0,2008,7,Q3
111250.0,3,1.0,36,4,12735,5,0,2008,4,Q2
158000.0,3,1.5,38,5,11553,7,0,2006,7,Q3
272000.0,3,3.0,9,8,11423,6,0,2010,5,Q2
315000.0,2,3.0,3,9,14601,8,0,2009,3,Q1
248000.0,4,2.5,7,8,11000,8,0,2007,6,Q2
213250.0,3,3.0,11,7,10140,7,0,2009,6,Q2
133000.0,1,2.0,9,7,4058,4,0,2007,6,Q2
179665.0,3,3.5,0,7,17104,7,0,2006,9,Q3
229000.0,4,2.5,18,7,13837,9,0,2006,2,Q1
210000.0,3,1.5,84,6,8737,6,0,2007,5,Q2
129500.0,2,2.0,37,5,7244,5,0,2007,4,Q2
125000.0,2,2.0,53,5,8235,4,0,2008,6,Q2
263000.0,4,2.5,6,7,9375,8,0,2009,11,Q4
140000.0,2,2.0,31,6,4043,4,200,2008,10,Q4
112500.0,3,1.0,51,5,6000,5,0,2008,6,Q2
255500.0,3,2.0,3,8,11146,7,0,2009,7,Q3
108000.0,2,2.0,60,4,8777,5,0,2009,5,Q2
284000.0,3,3.5,5,7,10625,8,0,2008,8,Q3
113000.0,2,1.0,84,5,6380,5,0,2006,8,Q3
141000.0,2,2.0,49,5,14850,6,122,2006,5,Q2
108000.0,3,1.5,86,4,11040,7,0,2006,9,Q3
175000.0,3,3.0,12,7,21872,6,0,2008,8,Q3
234000.0,2,2.0,3,7,3196,7,0,2006,10,Q4
121500.0,3,2.5,53,5,11341,5,95,2010,5,Q2
170000.0,2,2.0,32,5,10010,6,0,2006,4,Q2
108000.0,3,2.0,68,5,13907,6,0,2008,7,Q3
185000.0,4,2.0,90,6,21780,8,144,2008,7,Q3
268000.0,4,3.5,14,7,13346,9,0,2006,7,Q3
128000.0,4,2.5,95,6,6858,6,0,2010,5,Q2
325000.0,4,2.5,3,9,11198,11,0,2008,6,Q2
214000.0,3,2.0,6,7,10171,7,0,2010,3,Q1
316600.0,1,2.5,26,8,12327,5,0,2009,9,Q3
135960.0,2,2.0,27,5,7032,4,0,2006,12,Q4
142600.0,6,2.0,43,5,13101,10,0,2008,11,Q4
120000.0,2,2.0,47,6,7332,4,0,2006,10,Q4
224500.0,3,2.5,0,7,13159,6,0,2009,7,Q3
170000.0,3,2.5,7,7,9967,8,0,2007,12,Q4
139000.0,3,1.5,36,5,10500,5,0,2007,12,Q4
118500.0,2,1.0,61,5,8480,6,0,2008,10,Q4
145000.0,3,2.5,81,7,6292,6,0,2009,8,Q3
164500.0,3,2.0,40,5,11777,6,0,2006,5,Q2
146000.0,2,2.0,1,7,3604,5,0,2008,2,Q1
131500.0,4,2.0,54,5,12150,7,0,2008,11,Q4
181900.0,3,1.5,47,6,14585,7,0,2007,6,Q2
253293.0,3,2.5,1,8,12704,8,0,2009,8,Q3
118500.0,3,2.0,17,6,11841,5,0,2007,5,Q2
325000.0,3,3.5,115,10,13500,9,0,2008,7,Q3
133000.0,3,1.0,74,4,6120,6,120,2009,7,Q3
369900.0,2,3.0,1,8,11443,7,0,2006,3,Q1
130000.0,2,2.0,90,6,10267,5,0,2008,5,Q2
137000.0,2,2.0,27,5,8740,4,0,2009,7,Q3
143000.0,1,3.0,41,5,25095,5,60,2009,6,Q2
79500.0,2,1.0,78,5,9100,4,0,2008,8,Q3
185900.0,3,2.5,4,7,8320,6,0,2008,9,Q3
451950.0,3,3.5,1,10,13478,10,0,2009,6,Q2
138000.0,2,2.0,26,5,6600,4,0,2008,6,Q2
140000.0,1,2.0,6,6,4435,4,0,2009,5,Q2
110000.0,3,1.0,33,5,7990,5,0,2008,4,Q2
319000.0,3,3.0,1,8,11302,7,120,2006,8,Q3
114504.0,3,1.0,96,6,3600,7,0,2006,10,Q4
194201.0,2,2.0,1,7,3922,7,0,2007,2,Q1
217500.0,3,3.0,29,5,12984,7,0,2006,3,Q1
151000.0,3,3.5,28,6,1950,6,0,2008,7,Q3
275000.0,3,3.5,1,8,10927,8,0,2006,6,Q2
141000.0,3,1.5,70,6,9000,6,126,2007,12,Q4
220000.0,3,3.5,14,8,10041,8,0,2006,2,Q1
151000.0,2,2.5,6,7,3182,4,0,2010,6,Q2
221000.0,3,3.0,6,7,12803,6,0,2008,9,Q3
205000.0,3,2.5,44,7,13600,7,189,2009,10,Q4
152000.0,3,2.0,13,5,12464,6,0,2009,11,Q4
225000.0,3,4.0,58,5,7800,8,0,2006,8,Q3
359100.0,4,2.5,73,8,12168,10,0,2007,9,Q3
118500.0,3,2.0,46,4,7943,5,0,2007,4,Q2
313000.0,3,3.5,9,9,11050,8,0,2009,5,Q2
148000.0,3,2.5,29,6,10395,6,0,2007,7,Q3
261500.0,3,3.5,8,8,11885,7,0,2009,11,Q4
147000.0,3,1.0,0,5,8402,6,0,2007,12,Q4
75500.0,1,2.0,38,4,1491,3,0,2010,5,Q2
137500.0,3,2.0,47,6,8800,6,0,2010,5,Q2
183200.0,3,3.5,4,6,7861,7,0,2006,6,Q2
105500.0,2,1.0,54,6,7227,4,0,2008,6,Q2
314813.0,3,2.0,0,9,11694,9,260,2007,7,Q3
305000.0,4,3.5,5,8,12244,10,0,2008,8,Q3
67000.0,2,2.0,94,3,8248,5,0,2008,9,Q3
240000.0,4,2.5,34,6,10800,9,0,2008,6,Q2
135000.0,3,1.0,32,5,7064,6,0,2009,7,Q3
168500.0,2,2.5,7,6,2117,4,0,2007,6,Q2
165150.0,4,3.0,34,6,10400,8,147,2006,11,Q4
160000.0,3,1.5,48,6,10000,5,385,2010,2,Q1
139900.0,3,1.0,47,5,12342,6,0,2007,8,Q3
153000.0,3,2.0,55,6,9600,7,0,2010,3,Q1
135000.0,5,2.5,38,5,11606,9,0,2007,9,Q3
168500.0,3,2.5,44,6,9020,6,0,2008,6,Q2
124000.0,3,1.0,126,5,9000,8,0,2006,6,Q2
209500.0,2,2.0,1,8,4590,6,0,2007,8,Q3
82500.0,3,2.0,32,7,11900,6,0,2009,4,Q2
139400.0,3,1.5,53,5,9250,6,0,2007,7,Q3
144000.0,0,2.0,30,6,6979,4,0,2010,6,Q2
200000.0,8,2.0,93,6,10896,14,0,2007,3,Q1
60000.0,1,1.0,73,2,6120,4,0,2009,1,Q1
93000.0,3,2.0,55,5,6000,7,0,2009,11,Q4
85000.0,2,1.0,98,5,8777,4,0,2008,5,Q2
264561.0,1,3.0,0,8,3982,7,0,2006,10,Q4
274000.0,1,1.5,5,8,12677,6,0,2008,4,Q2
226000.0,3,3.5,6,7,7050,7,0,2007,5,Q2
345000.0,4,3.5,37,8,13860,9,0,2009,7,Q3
152000.0,4,2.5,38,5,10793,7,0,2007,4,Q2
370878.0,2,3.5,0,9,9187,7,0,2009,10,Q4
143250.0,3,2.5,36,6,10530,5,0,2007,3,Q1
98300.0,3,1.0,58,5,7200,7,0,2008,7,Q3
155000.0,3,1.0,55,6,10452,5,287,2008,6,Q2
155000.0,4,1.5,44,6,7700,7,0,2010,6,Q2
84500.0,1,2.0,37,4,1936,3,0,2007,12,Q4
205950.0,3,2.5,1,7,8125,7,0,2008,5,Q2
108000.0,4,2.0,69,4,9084,7,0,2009,10,Q4
191000.0,2,2.5,13,7,8750,7,0,2009,7,Q3
135000.0,3,1.0,102,6,10320,7,0,2008,6,Q2
350000.0,2,3.5,13,8,10437,7,0,2008,8,Q3
88000.0,3,1.5,39,6,1680,6,0,2010,3,Q1
145500.0,3,2.5,49,5,10007,5,0,2008,8,Q3
149000.0,3,1.5,77,7,7200,6,0,2008,2,Q1
97500.0,3,1.5,62,6,17503,6,0,2010,1,Q1
167000.0,3,2.0,45,5,9937,7,0,2009,3,Q1
197900.0,3,2.5,31,7,12384,7,0,2007,11,Q4
402000.0,4,3.5,15,8,46589,8,0,2009,7,Q3
110000.0,2,2.0,41,6,13560,5,0,2009,7,Q3
137500.0,3,3.0,36,4,10012,6,0,2008,4,Q2
423000.0,1,2.5,1,8,20896,8,0,2006,1,Q1
230500.0,3,2.5,6,8,11194,7,0,2006,11,Q4
129000.0,3,2.5,42,6,18450,7,0,2007,8,Q3
193500.0,3,3.0,14,6,8125,7,0,2008,10,Q4
168000.0,3,2.5,50,5,14175,6,0,2006,11,Q4
137500.0,2,1.0,84,4,11600,5,0,2006,7,Q3
173500.0,3,3.5,4,6,8633,7,0,2009,2,Q1
103600.0,3,3.0,84,6,6629,6,0,2009,7,Q3
165000.0,3,2.5,29,6,11250,6,0,2006,6,Q2
257500.0,3,3.0,50,6,14442,7,200,2007,6,Q2
140000.0,3,2.0,43,6,9200,5,0,2008,7,Q3
148500.0,3,2.5,31,6,2289,7,0,2009,4,Q2
87000.0,4,3.0,106,4,9600,8,0,2006,5,Q2
109500.0,2,1.0,85,5,9022,5,0,2009,5,Q2
372500.0,3,2.5,1,8,11844,7,0,2009,7,Q3
128500.0,3,2.0,46,5,9945,5,0,2007,10,Q4
143000.0,2,2.0,30,6,8012,5,0,2010,5,Q2
159434.0,3,1.0,77,5,4500,6,0,2009,7,Q3
173000.0,2,2.0,12,6,2887,6,0,2008,11,Q4
285000.0,3,3.0,5,9,11248,7,0,2007,7,Q3
221000.0,4,2.5,12,7,16770,7,0,2010,6,Q2
207500.0,3,3.0,23,7,5062,6,0,2007,9,Q3
227875.0,3,3.0,0,7,10207,7,0,2007,8,Q3
148800.0,2,2.5,3,7,5105,4,0,2007,3,Q1
392000.0,2,3.0,0,8,8089,7,0,2007,10,Q4
194700.0,2,2.0,2,6,7577,6,0,2007,6,Q2
141000.0,1,2.0,4,6,4426,3,0,2008,5,Q2
755000.0,4,4.0,13,10,21535,10,0,2007,1,Q1
335000.0,4,3.5,17,7,26178,9,0,2006,4,Q2
108480.0,2,1.0,85,5,5400,4,0,2006,12,Q4
141500.0,3,1.5,73,5,6120,5,0,2009,4,Q2
176000.0,2,3.0,19,6,13811,5,0,2006,7,Q3
89000.0,2,1.0,85,5,6000,4,0,2006,6,Q2
123500.0,2,1.5,54,5,6420,6,0,2006,9,Q3
138500.0,3,2.0,45,5,8450,5,0,2010,4,Q2
196000.0,2,2.0,4,7,4282,5,0,2008,7,Q3
312500.0,3,3.0,4,8,14331,7,0,2006,5,Q2
140000.0,3,1.5,37,7,9600,6,0,2006,7,Q3
361919.0,4,2.5,0,8,12438,10,0,2006,7,Q3
140000.0,4,2.0,110,5,7630,8,0,2010,5,Q2
213000.0,3,3.0,6,7,8400,7,0,2010,5,Q2
55000.0,3,2.0,80,4,5600,7,0,2010,7,Q3
302000.0,2,3.0,36,7,115149,5,0,2007,6,Q2
254000.0,2,3.0,3,8,6240,6,0,2009,12,Q4
179540.0,3,2.5,0,7,9018,8,0,2007,7,Q3
109900.0,3,1.0,42,5,7162,6,0,2008,12,Q4
52000.0,2,1.0,73,3,4130,5,0,2008,7,Q3
102776.0,2,1.0,110,4,8712,7,0,2010,1,Q1
189000.0,2,3.0,20,8,4671,5,0,2008,10,Q4
129000.0,3,2.0,36,4,9873,6,0,2006,5,Q2
130500.0,3,2.5,34,6,13517,6,0,2010,3,Q1
165000.0,3,2.0,35,6,10140,7,0,2009,8,Q3
159500.0,3,1.5,117,7,10800,8,0,2007,7,Q3
157000.0,3,2.0,35,5,10000,5,0,2008,11,Q4
341000.0,3,3.5,15,7,10542,9,0,2008,8,Q3
128500.0,3,1.5,37,5,9920,5,0,2006,5,Q2
275000.0,2,3.0,21,8,6563,5,0,2006,12,Q4
143000.0,1,2.0,6,6,4426,3,0,2010,5,Q2
124500.0,3,1.0,39,4,8120,5,0,2009,7,Q3
135000.0,4,2.0,54,4,8172,7,156,2008,5,Q2
320000.0,3,3.0,2,9,13286,8,0,2009,2,Q1
120500.0,3,1.0,39,4,6960,5,0,2009,11,Q4
222000.0,3,3.0,21,6,21695,5,0,2009,12,Q4
194500.0,2,3.0,2,7,7314,6,0,2009,2,Q1
110000.0,4,3.0,51,5,11475,9,0,2009,7,Q3
103000.0,2,1.0,84,4,6240,5,0,2009,1,Q1
236500.0,2,3.0,15,8,5389,5,0,2010,3,Q1
187500.0,3,3.0,4,7,9590,6,0,2007,5,Q2
222500.0,3,2.5,10,7,11404,8,0,2008,7,Q3
131400.0,3,2.0,48,5,10000,6,0,2009,3,Q1
108000.0,3,1.0,39,5,8978,6,0,2007,5,Q2
163000.0,2,1.5,92,7,10800,6,0,2006,10,Q4
93500.0,2,2.0,56,3,8544,6,0,2006,7,Q3
239900.0,3,2.5,1,8,10463,8,0,2006,6,Q2
179000.0,3,6.0,22,5,10800,5,0,2009,3,Q1
190000.0,3,2.5,5,7,9313,7,0,2009,4,Q2
132000.0,2,2.0,97,5,9600,7,0,2007,5,Q2
142000.0,3,2.5,47,6,6768,5,0,2008,5,Q2
179000.0,3,2.0,7,7,8450,6,0,2007,12,Q4
175000.0,3,2.5,46,5,12886,6,100,2009,10,Q4
180000.0,2,3.0,15,8,5395,5,0,2008,10,Q4
299800.0,4,4.0,32,8,8963,11,0,2008,7,Q3
236000.0,4,2.5,9,7,8795,8,0,2009,4,Q2
265979.0,4,1.5,129,7,11700,8,0,2009,5,Q2
260400.0,3,3.0,14,7,10593,7,0,2010,3,Q1
98000.0,4,2.0,64,4,8405,9,0,2009,4,Q2
96500.0,3,1.0,100,4,8800,7,0,2010,6,Q2
162000.0,3,2.5,4,7,7750,6,0,2007,8,Q3
217000.0,3,3.0,9,6,9236,6,0,2006,7,Q3
275500.0,3,2.5,1,8,10240,8,0,2006,3,Q1
156000.0,3,2.0,40,6,7930,5,0,2009,7,Q3
172500.0,3,2.5,10,6,3230,6,0,2009,3,Q1
212000.0,3,2.5,2,8,10769,7,0,2009,4,Q2
158900.0,3,2.5,32,6,11616,6,0,2010,4,Q2
179400.0,3,2.5,9,7,2280,6,0,2008,8,Q3
290000.0,4,2.5,12,8,12257,9,0,2007,11,Q4
127500.0,2,1.0,50,6,9100,5,0,2009,10,Q4
100000.0,2,1.0,85,5,6911,5,0,2009,10,Q4
215200.0,3,2.5,1,7,8640,7,0,2010,6,Q2
337000.0,3,3.5,10,8,9430,8,180,2009,7,Q3
270000.0,2,2.5,11,8,9549,6,216,2006,4,Q2
264132.0,2,2.0,0,9,14587,6,0,2008,8,Q3
196500.0,3,2.5,22,7,10421,7,0,2010,3,Q1
160000.0,4,3.0,68,6,12508,7,0,2008,7,Q3
216837.0,3,2.0,2,7,9100,8,0,2006,10,Q4
538000.0,4,4.5,7,8,53504,12,210,2010,6,Q2
134900.0,2,2.0,27,5,7252,5,0,2009,4,Q2
102000.0,2,1.0,55,4,8877,6,0,2006,4,Q2
107000.0,3,2.0,34,6,7819,6,0,2010,3,Q1
114500.0,2,1.0,49,5,10150,5,0,2007,7,Q3
395000.0,3,2.0,1,8,14226,9,0,2007,7,Q3
162000.0,2,3.0,11,6,4500,5,0,2009,6,Q2
221500.0,3,2.0,1,7,11210,7,0,2006,7,Q3
142500.0,3,2.0,32,5,13350,5,0,2006,6,Q2
144000.0,4,2.0,30,5,8400,10,0,2007,10,Q4
135000.0,2,2.0,29,6,10530,4,0,2006,5,Q2
176000.0,3,2.0,12,7,7875,6,0,2007,6,Q2
175900.0,3,2.5,14,6,7153,7,0,2006,7,Q3
187100.0,3,2.0,8,7,16285,6,0,2009,6,Q2
165500.0,1,2.0,31,5,9101,4,0,2009,7,Q3
128000.0,3,2.0,94,6,6300,9,0,2008,6,Q2
161500.0,3,2.0,42,6,9790,7,197,2009,9,Q3
139000.0,4,3.0,95,5,10800,7,0,2010,6,Q2
233000.0,4,3.5,6,7,10142,8,0,2010,1,Q1
107900.0,2,1.0,54,4,6000,4,0,2008,8,Q3
187500.0,5,2.5,41,6,12205,9,0,2007,7,Q3
160200.0,2,2.0,4,7,3182,5,0,2009,9,Q3
146800.0,3,2.0,31,6,11333,5,0,2007,5,Q2
269790.0,3,3.5,11,7,9920,8,0,2007,6,Q2
225000.0,3,2.0,0,8,9158,7,0,2007,6,Q2
194500.0,3,2.5,14,7,10832,7,0,2008,10,Q4
171000.0,3,2.5,30,6,8400,7,204,2010,4,Q2
143500.0,3,1.5,30,6,8197,7,0,2007,4,Q2
110000.0,2,1.0,55,5,7677,4,0,2008,4,Q2
485000.0,4,3.5,1,9,13518,11,0,2009,7,Q3
175000.0,3,2.5,70,5,7200,7,0,2007,6,Q2
200000.0,4,3.5,11,6,12798,8,0,2008,5,Q2
109900.0,2,2.0,91,4,4800,5,0,2007,7,Q3
189000.0,3,3.5,3,7,8199,7,0,2008,10,Q4
582933.0,4,3.5,1,9,13891,12,192,2009,1,Q1
118000.0,2,1.0,52,5,9000,5,0,2006,6,Q2
227680.0,3,2.0,0,7,12274,6,0,2008,7,Q3
135500.0,3,2.0,39,5,9750,6,0,2006,10,Q4
223500.0,3,3.5,86,5,21384,6,0,2009,5,Q2
159950.0,3,2.0,40,5,13400,6,0,2006,6,Q2
106000.0,2,2.0,111,5,8100,11,0,2009,11,Q4
181000.0,3,2.5,32,6,10140,5,0,2006,1,Q1
144500.0,1,2.0,4,6,4438,4,0,2008,6,Q2
55993.0,2,1.0,58,5,8712,4,0,2010,6,Q2
157900.0,4,1.5,49,6,9750,7,0,2007,4,Q2
116000.0,3,2.0,88,5,8248,7,0,2006,7,Q3
224900.0,3,2.0,12,7,12137,6,0,2010,5,Q2
137000.0,2,1.0,52,5,11425,4,0,2006,7,Q3
271000.0,3,3.0,6,8,13265,7,0,2008,7,Q3
155000.0,3,2.0,39,6,8816,6,0,2010,6,Q2
224000.0,2,3.0,1,7,6371,6,0,2010,6,Q2
183000.0,3,2.5,5,7,7226,6,0,2008,6,Q2
93000.0,2,1.0,56,4,6000,4,0,2009,2,Q1
225000.0,3,2.5,4,7,12394,7,0,2007,10,Q4
139500.0,3,2.0,69,6,9900,7,0,2009,7,Q3
232600.0,3,2.0,0,8,11216,7,0,2006,6,Q2
385000.0,2,3.0,1,10,14803,7,0,2008,6,Q2
109500.0,2,2.0,84,5,6130,5,0,2008,5,Q2
189000.0,3,2.0,8,7,8529,6,0,2009,4,Q2
185000.0,3,3.0,42,5,28698,7,225,2009,6,Q2
147400.0,2,2.5,1,7,2544,4,0,2006,7,Q3
166000.0,3,2.5,51,6,11900,6,192,2008,6,Q2
151000.0,2,2.5,1,7,3180,4,0,2006,6,Q2
237000.0,3,3.5,7,7,9548,7,0,2010,1,Q1
167000.0,3,1.5,45,6,10004,6,152,2009,2,Q1
139950.0,3,2.0,47,5,7875,6,0,2008,9,Q3
128000.0,2,2.0,60,4,9600,4,0,2010,2,Q1
153500.0,2,2.0,59,5,8100,5,0,2007,6,Q2
100000.0,2,2.5,35,6,1680,5,0,2008,11,Q4
144000.0,3,1.5,13,5,9525,6,0,2008,6,Q2
130500.0,3,1.0,62,5,11767,6,0,2008,5,Q2
140000.0,4,2.0,83,6,12155,7,0,2008,3,Q1
157500.0,3,2.0,104,5,10440,8,0,2008,6,Q2
174900.0,3,2.5,42,6,9020,6,0,2008,5,Q2
141000.0,6,2.0,46,5,8000,10,0,2007,7,Q3
153900.0,4,1.5,93,5,12665,7,0,2008,6,Q2
171000.0,3,3.0,32,5,16647,6,0,2007,1,Q1
213000.0,3,3.5,16,7,9317,7,0,2009,7,Q3
133500.0,3,2.0,37,5,15523,5,0,2009,8,Q3
240000.0,5,3.0,100,6,45600,10,175,2008,9,Q3
187000.0,3,2.5,31,6,9600,7,0,2007,8,Q3
131500.0,1,2.0,4,6,4435,3,0,2007,11,Q4
215000.0,2,2.0,3,8,3196,7,0,2006,5,Q2
164000.0,4,2.0,66,7,7128,7,126,2007,8,Q3
158000.0,3,1.5,45,6,12095,7,0,2009,8,Q3
170000.0,3,2.5,51,5,17920,6,312,2006,7,Q3
127000.0,3,2.5,48,5,6897,6,0,2010,4,Q2
147000.0,3,2.0,30,6,10970,5,0,2008,10,Q4
174000.0,3,2.5,15,6,8125,6,0,2009,3,Q1
152000.0,3,2.0,33,7,10400,6,0,2009,6,Q2
250000.0,4,3.5,38,6,11029,9,222,2006,8,Q3
189950.0,3,1.5,89,7,7642,7,0,2007,6,Q2
131500.0,3,2.5,45,5,11625,6,0,2010,4,Q2
152000.0,3,2.0,26,6,9672,6,0,2010,5,Q2
132500.0,3,2.0,50,5,7931,6,0,2009,7,Q3
250580.0,3,2.0,1,7,8640,6,0,2008,5,Q2
148500.0,3,2.0,39,5,8750,5,0,2009,8,Q3
248900.0,3,2.0,1,8,10656,6,0,2007,11,Q4
129000.0,3,2.5,46,4,6970,5,0,2007,5,Q2
169000.0,2,2.0,58,5,14762,7,0,2006,5,Q2
236000.0,3,3.5,17,7,9938,8,0,2010,6,Q2
109500.0,2,1.0,47,5,6600,5,0,2009,8,Q3
200500.0,3,2.5,12,6,8750,7,0,2010,6,Q2
116000.0,3,1.0,55,5,8892,5,0,2008,10,Q4
133000.0,3,1.0,60,5,12144,6,0,2009,9,Q3
66500.0,3,1.5,68,5,5720,5,0,2009,8,Q3
303477.0,4,2.5,0,8,9000,11,0,2007,8,Q3
132250.0,3,2.0,44,4,25286,5,0,2007,1,Q1
350000.0,4,3.5,5,9,8834,10,0,2009,6,Q2
148000.0,3,2.0,49,5,11782,6,0,2010,6,Q2
136500.0,3,2.0,31,5,7000,6,0,2009,7,Q3
157000.0,2,2.5,2,5,7024,5,0,2007,6,Q2
187500.0,3,2.5,17,7,13758,7,0,2007,4,Q2
178000.0,3,2.5,17,6,9636,7,0,2009,12,Q4
118500.0,5,2.0,94,4,6204,10,0,2006,3,Q1
100000.0,3,1.0,42,5,7150,5,0,2009,7,Q3
328900.0,2,3.0,9,9,5119,5,0,2008,1,Q1
145000.0,4,2.0,47,5,8393,8,0,2006,6,Q2
135500.0,3,1.5,53,5,16466,8,265,2008,4,Q2
268000.0,4,3.0,37,8,15865,8,224,2007,10,Q4
149500.0,2,2.0,56,6,12160,6,0,2009,2,Q1
122900.0,3,1.0,58,5,8064,6,0,2007,7,Q3
172500.0,3,2.5,31,6,11184,7,0,2009,7,Q3
154500.0,3,1.5,43,6,8414,6,0,2006,2,Q1
165000.0,3,2.0,54,5,13284,6,0,2008,6,Q2
118858.0,4,2.0,30,5,7018,8,0,2009,6,Q2
