title,propertyType,sizeSqFeetMax,bedrooms,bathrooms,listingUpdateReason,price,Date,listingDescription,luxury_features,transport_mentions,school_mentions,renovation_mentions
"8 bedroom town house for sale in Princes Gate, London, SW7",Town House,9430,8,7,new,29500000,2024,"Spanning seven floors, the property boasts eight luxurious bedrooms and seven exquisitely appointed bathrooms, offering ample space for both family living and entertaining. As you enter the home, you are greeted by a grand entrance hall with intricate period features, including ornate cornices, high ceilings, and original fireplaces that have been meticulously preserved. The expansive drawing room, adorned with floor-to-ceiling windows, bathes the space in natural light, creating an inviting atmosphere. Adjacent, a formal dining room provides the perfect setting for lavish dinner parties. The modern, state-of-the-art kitchen blends seamlessly with the home's historic character, featuring bespoke cabinetry, high-end appliances, and a spacious breakfast area. A charming garden terrace extends from the kitchen, offering a private oasis in the heart of the city. The master suite is a sanctuary of sophistication, complete with a generous walk-in wardrobe and an opulent en-suite bathroom featuring a freestanding bathtub and marble finishes. Each additional bedroom is thoughtfully designed, providing comfort and style, with several en-suites and private balconies. A media room, home office, and library are among the numerous additional living spaces, ensuring the property meets all modern lifestyle needs. Princess Gate is ideally situated, with Hyde Park, the Royal Albert Hall, and the museums of South Kensington just a short stroll away. This exceptional townhouse offers an unparalleled combination of historical significance, architectural beauty, and contemporary luxury in one of London's most sought-after addresses.",luxurious bedrooms and seven exquisitely appointed bathrooms,,,
"7 bedroom town house for sale in Princes Gate, South Kensington, SW7",Town House,9100,7,6,new,29500000,2024,"An Ambassadorial Residence, spanning approximately 9,100 Sq Ft (840 Sq M).Consisting of 7/8 Bedrooms, 6 Bathrooms, 4 Reception Rooms, 2 Dining Rooms, an Office and a Large Roof Terrace. Also benefitting from Fully Integrated Lutron Lighting System to all rooms, Surround Sound Audio System, and Air Conditioning throughout. This stunning house further benefits from an internal passenger lift. Located just a One Minute Walk to Hyde Park, across the road from The Royal Albert Hall and adjacent to The Science Museum, The V & A, and The Natural History Museam. Only a 10 Minute Walk to the renowned shopping attractions of Knightsbridge (Harrods) and the many fine Michelin Star Restaurants & Cafes. Tenure - Freehold Length of lease - Freehold Annual ground rent amount - £1000 Ground rent review period - 10 years Annual service charge amount (£) - N/A Service charge review period - N/A Council tax band - H",,,,
"9 bedroom detached house for sale in Cambridge Park, Twickenham, Greater London, TW1",Detached,18837,9,12,new,29950000,2024,"Situated on the eastern point of a long, lazy loop of the River Thames between Richmond Bridge and Eel Pie Island, The Old Garden residence has been designed in the palladian style by the esteemed and renowned architect Quinlan Terry. Surrounded by idyllic gardens and in one of the most soughtafter riverside locations in London, this exceptional residence occupies the footprint of the previous building but has been substantially redesigned to create a magnificent private family home, which benefits from developments in technology, sustainability and construction, yet embraces and incorporates traditional construction methods and natural materials. - Magnificent double-height reception hall - Dining room - Drawing room - Kitchen with pantry and service - Family room - Master bedroom with his and her bathrooms and dressing rooms - Master study - Seven guest bedrooms with en-suite bathrooms - Gymnasium - Steam room - Treatment room - Indoor 12.5m swimming pool - Snooker/Games Room - Cinema Room - Wine Cellar - Laundry room - Storage room - Staff bedroom - Staff Kitchen - Store store room - Garage for 3 vehicles - Parking for up to 20 vehicles within front courtyard - Ornamental pond - Outdoor 12m swimming pool - Tennis court",Indoor 12.5m swimming pool - Snooker/Games Room - Cinema Room - Wine Cellar - Laundry room - Storage room - Staff bedroom - Staff Kitchen - Store store room - Garage for 3 vehicles - Parking for up to 20 vehicles within front courtyard - Ornamental pond - Outdoor 12m swimming pool - Tennis court,,,
"Plot for sale in Piccadilly, Mayfair, London, W1J",Plot,14624,,,size_change,29950000,2024,"139 Piccadilly is a Grade II listed building arranged over six floors, dating back to the mid-18th century. This grand, former townhouse offers over 14,000 sq ft of accommodation and showcases a smart period façade, beautifully preserved original features throughout, and far-reaching views over Green Park. It has most recently been used as an office building but is currently vacant from the ground floor up, with only the apartment at lower ground level occupied. This is an excellent opportunity for the regeneration of an impressive period building, and there is residential planning permission in place to convert the property back into a townhouse. There are four sizeable garages included within the sale, located on nearby Down Street Mews. DEVELOPMENT POTENTIAL The Property: The current use of the property is Use Class E and therefore could change use to: • Retail: Display or retail sale of goods, other than hot food • Restaurant: Sale of food and drink, for consumption on the premises • Leisure: Indoor sport, recreation or fitness • Medical: Medical or Health Services • Creche: Nursery or day centre • Offices: Research and light industrial Residential Potential: • Full planning permission was granted on 26 August 2015 for the change of use from office space (Use Class E) to a single family dwellinghouse (Use Class C3) • The planning grants a rare opportunity to convert 139 Piccadilly into an impressive townhouse measuring circa. 15,339 sq ft • The planning also grants for the excavation of a part basement, creation of terrace on the roof and creation of courtyard at the rear ground floor level • Planning was granted under reference 14/11168/FULL and implemented on 29 May 2018 under reference 18/02453/CLEUD • The listed building consent runs alongside the main planning application under reference 14/11168/LBC • The development is free of any Section 106 or CIL contributions • There is no affordable housing Value Add Opportunities: • Each floor has exceptional floorplates of circa. 2,500 sq ft and with an existing lift the Property lends itself well for a subdivision of the property into apartments subject to necessary planning consent. Running from Piccadilly Circus in the east to Hyde Park Corner in the west, Piccadilly is home to several well-known landmarks including Fortnum & Mason Department Store, the Ritz Hotel, and the Royal Academy of Arts. It is well positioned for all that Mayfair and the West End have to offer, with easy access to the world-class shopping of Mount Street and Bond Street, as well as the majority of London's Michelin starred restaurants. Steeped in history and tradition, Mayfair is the sophisticated and luxurious epicentre of cosmopolitan London, with its boutique shops, art galleries, designer labels and café culture. It is also home to the capital's largest concentration of 5-star hotels and private members' clubs. The property is ideally located for the open spaces of Green Park and Hyde Park, and there are excellent transport links nearby, including Hyde Park Corner and Green Park Tube Stations.",,Hyde Park Corner and Green Park Tube Stations,,
"6 bedroom house for sale in Piccadilly, Mayfair, W1J",House,15608,6,6,new,29950000,2024,"139 Piccadilly is a Grade II listed building arranged over six floors, dating back to the mid-18th century. This grand, former townhouse offers over 14,000 sq ft of accommodation and showcases a smart period facade, beautifully preserved original features throughout, and far-reaching views over Green Park. It has most recently been used as an office building but is currently vacant from the ground floor up, with only the apartment at lower ground level occupied. This is an excellent opportunity for the regeneration of an impressive period building, and there is residential planning permission in place to convert the property back into a townhouse. There are four sizeable garages included within the sale, located on nearby Down Street Mews. The current use of the property is Use Class E and therefore could change use to: - Retail: Display or retail sale of goods, other than hot food - Restaurant: Sale of food and drink, for consumption on the premises - Leisure: Indoor sport, recreation, or fitness - Medical: Medical or Health Services - Creche: Nursery or day centre - Offices: Research and light industrial Residential Potential - Full planning permission was granted on 26 August 2015 for the change of use from office space (Use Class E) to a single family dwellinghouse (Use Class C3). - The planning grants a rare opportunity to convert 139 Piccadilly into an impressive townhouse measuring circa. 15,339 sq ft. - The planning also grants for the excavation of a part basement, creation of terrace on the roof and creation of courtyard at the rear ground floor level. - Planning was granted under reference 14/11168/FULL and implemented on 29 May 2018 under reference 18/02453/CLEUD. - The listed building consent runs alongside the main planning application under reference 14/11168/LBC - The development is free of any Section 106 or CIL contributions. - There is no affordable housing Value Add Opportunities - Each floor has exceptional floorplates of circa. 2,500 sq ft and with an existing lift the Property lends itself well for a subdivision of the property into apartments subject to necessary planning consent. Running from Piccadilly Circus in the east to Hyde Park Corner in the west, Piccadilly is home to several well-known landmarks including Fortnum & Mason Department Store, the Ritz Hotel, and the Royal Academy of Arts. It is well positioned for all that Mayfair and the West End have to offer, with easy access to the world-class shopping of Mount Street and Bond Street, as well as most of London's Michelin starred restaurants. Steeped in history and tradition, Mayfair is the sophisticated and luxurious epicentre of cosmopolitan London, with its boutique shops, art galleries, designer labels and café culture. It is also home to the capital's largest concentration of 5-star hotels and private members' clubs. The property is ideally located for the open spaces of Green Park and Hyde Park, and there are excellent transport links nearby, including Hyde Park Corner and Green Park Tube Stations.",,Hyde Park Corner and Green Park Tube Stations,,
"6 bedroom terraced house for sale in Cadogan Place, Belgravia, London, SW1X",Terraced,7798,6,7,new,29975000,2024,"A SPECTACULAR GRADE II LISTED HOUSE REFURBISHED AND INTERIOR DESIGNED TO A VERY HIGH STANDARD AND SPECIFICATION DIRECTLY OVERLOOKING CADOGAN PLACE GARDENS. Description This elegant Grade II listed white stucco fronted period house was built in the mid 19th century and is arranged over 6 floors plus a lower ground. It has a Doric porch with triglyph frieze, with a continuous stuccoed balcony on the first floor with stuccoed balustrade. At the rear, there is a terrace which leads directly off the first floor drawing room. There is also a garden terrace. A passenger lift located at the rear of the building serves all floors except the 5th floor. The house has been substantially refurbished to a very high standard and specification by M Design London Ltd. Please see separate specification summary at the end of these details. Location Cadogan Place runs from the junction with Sloane Street at the Jumeirah Carlton Hotel in a southerly direction to the junction with Cadogan Lane. The house is located at the southern end of the road, where these elegant stucco fronted Grade II listed houses enjoy westerly views over the communal gardens. There are an excellent range of shopping, recreational and restaurant amenities in Sloane Street, Sloane Square and the immediate vicinity. Square Footage: 7,798 sq ft",,,,substantially refurbished to a very high standard and specification
"8 bedroom detached house for sale in Avenue Road, NW8",Detached,5585,8,3,new,30000000,2024,"'A very rare Freehold mansion, nestled in a double-width garden, available for sale for the first time in 60 years.' We are privileged to introduce this unique property, which offers the fortunate buyer a rare combination of privacy and grand living, in one of London's most sophisticated leafy villages. This remarkable, freehold neo-Georgian mansion is in a delightful and convenient position on the corner of Radlett Place and Avenue Road, opposite the junction of Acacia Road and makes an impressive statement in the road. The sense of grandeur becomes apparent when considering the dimensions, which are approximately twice the width of most other properties in the road (Width: 128ft/38.8m and Depth: 139 ft/42.3m). While the site covers a total area of 0.41 acres (0.17 hectares), with Radlett Place on one side, it is therefore a substantial distance from its neighbours. ACCOMMODATION •Master Bedroom Suite (with large Dressing Room and Bathroom) •6/7 further Bedrooms with 2 Bathrooms •Drawing Room •Study •Dining Room •Kitchen/Breakfast Room •Morning room •Utility Room •Cloakroom •Double Garage The property occupies a superlative position in St John’s Wood. As one of the first leafy villages you encounter north west of Mayfair (only 10mins drive away). The property is rich with refurbishment/redevelopment potential. Extensive research has been undertaken, details of which can be provided upon request.",,,,refurbishment/redevelopment potential
"7 bedroom house for sale in Tregunter Road, Chelsea, London, SW10, United Kingdom, SW10",House,8304,7,7,new,30000000,2024,"This exceptional family home has been finished to the highest specification throughout and boasts many enviable features including an indoor swimming pool, a private walled garden designed and landscaped by the award winning Luciano Giubbillie, a spa-treatment room, a cinema and a gym. It is set back from the street behind secure gates with two parking spaces. The property unfolds over five floors with the ground floor being made up of a formal reception room which has floor to ceiling windows, rich wooden floors, classical cornicing and a contemporary fireplace. It opens onto a second reception room which has wonderful views of the verdant garden and a terrace. There is also a study, which has a Juliette balcony overlooking the garden and opens onto the terrace, and a guest W.C on this floor. The open plan lower ground floor features a kitchen, breakfast room and an interconnecting family room. The contemporary Boffi kitchen has an impressive marble breakfast bar and is fitted with Gaggenau appliances. There are also two ensuite bedrooms. The swimming pool, treatment rooms, cinema, gym and wine cellar are located in the basement. The remaining five ensuite bedrooms unfold over the first, second and third floors. There is air conditioning and underfloor heating throughout the home. Located in one of London’s most prestigious neighbourhoods, Tregunter Road is within walking distance of wonderful shops, restaurants and the world-class museums in closeby South Kensington.","an indoor swimming pool, a private walled garden, a spa-treatment room, a cinema and a gym",,,
"7 bedroom semi-detached house for sale in Tregunter Road, London, SW10",Semi-Detached,8235,7,7,new,30000000,2024,"An impressive seven bedroom Freehold family house, set back from the street, behind secure gates with off-street parking for two cars. This immaculately refurbished house is ideal for flexible and easy family living, having been thoughtfully planned and sympathetically restored to a high standard by its current owner. The property has an open plan lower ground floor with an interconnecting family room, kitchen and breakfast room, a 10 metre swimming pool, cinema and gym, a terrace at ground floor level and a stunning garden designed and landscaped by the award winning Luciano Giubbille, a Gold Medal winner at Chelsea Flower Show. The house has a stunning decked terrace accessed from both the library and the drawing room on the ground floor and a beautiful 51'5 x 35'8 garden designed by Luciano Giubbilie, a Chelsea Flower Show Gold Medal Winner, with water feature by Andrew Ewing. Tregunter Road is a prime residential address in the heart of the Boltons Conservation area, principally made up of substantial family houses, and located round the corner from The Little Boltons, The Boltons and Gilston Road. The location also affords easy access to the M4, M3 and Heathrow airport.","10 metre swimming pool, cinema and gym, a terrace at ground floor level and a stunning garden","easy access to the M4, M3 and Heathrow airport",,thoughtfully planned and sympathetically restored to a high standard
"10 bedroom detached house for sale in Merton Lane, London, N6",Detached,18238,10,9,new,32000000,2024,"An exquisite contemporary mansion in Highgate set on a superb 2 acre plot. Nestled on an enviable road in the captivating heart of Highgate, lies a remarkable contemporary mansion that surpasses all expectations. Boasting an expansive two-acre estate, this bespoke family home is a sanctuary of opulence and grandeur. Prepare to be captivated by its magnificence. As you step into the sumptuous entrance hall, a sense of luxury envelopes you. A gleaming glass lift awaits to whisk you away to any floor your heart desires. Floor-to-ceiling windows throughout the property bathe every room in a cascade of natural light, unveiling breathtaking views, leaving you in awe of the magnificence that surrounds you. Indulge in a feast for the senses as you enter the formal sitting and dining room. Be spellbound as you gaze upon the awe-inspiring grounds, an expanse of lush greenery that stretches as far as the eye can see. The room seamlessly opens into a cozy breakfast area, flowing effortlessly into a chef's dream kitchen, a culinary sanctuary where culinary delights are born. A lavish master suite awaits you on the first floor, boasting a spa-like bathroom that cocoons you in tranquility. Four additional suites, each with their own en-suite bathrooms, offer unparalleled comfort and privacy. Ascending to the top floor, a magnificent home office with panoramic views awaits, allowing you to bask in the splendor of the meticulously manicured gardens and sweeping vistas of Hampstead Heath. Venture further into this world of luxury to discover a plethora of leisure facilities designed to pamper your every whim. The swimming pool beckons, seamlessly merging with the enchanting garden, providing an oasis of relaxation. Indulge in the ultimate spa experience, complete with rejuvenating amenities. Stay fit and energized in the home gymnasium or challenge friends to a spirited game in the billiards room. Nestled within the estate lies the impressive self-contained staff lodge, an architectural masterpiece spanning over 4,400 sq ft. In addition, a private garage beckons, providing secure parking for up to four cars. Step outside and be enchanted by the landscaped masterpieces that adorn the gardens, boasting over two acres of sheer serenity. Immerse yourself in the picturesque surroundings, as you wander through this desired sanctuary. Luxury takes a swing as you take to the tennis court, perfect for refining your skills while surrounded by nature's beauty. This exceptional contemporary mansion in Highgate is a haven of sophistication and refinement. Prepare to embrace a life of unparalleled luxury, where every desire is catered to within the walls of this extraordinary oasis.","swimming pool, spa, home gymnasium, billiards room, staff lodge, private garage",,,
"8 bedroom detached house for sale in Campden Hill Place, London, W11",Detached,11803,8,8,new,30000000,2024,"This magnificent double-fronted detached family house has 7 principal bedrooms and is approached by a porticoed front door which opens to an impressive entrance hall with stone flooring and staircase. Extending to over 11,800 sqft, the house is well presented throughout and has some exceptional features. Of particular note is the double height pool, spa and media room area which is spectacular. There is also a huge kitchen/breakfast/sitting room at the rear of the ground floor which opens in to the garden at the rear. There are 6 different living areas and staff facilities are also exemplary and include a separate 1 bedroom flat and commercial kitchen with direct access to the formal dining room. The house has an off street parking space at the front of the building as well as a rear garage going in to Campden Hill Gardens accessed via the kitchen which has a stacker for 2 cars. There is also a passenger lift to all floors. Additional Information Mobile Coverage: Please look at the Ofcom website for more information Campden Hill Place is a gated and private enclave that is accessed from Holland Park Avenue. It is within easy walking distance of the various shops, restaurants and underground stations both of Notting Hill Gate and Holland Park.","double height pool, spa and media room area",underground stations both of Notting Hill Gate and Holland Park,,
"8 bedroom detached house for sale in Campden Hill Place, London, W11",Detached,11803,8,8,new,30000000,2024,"An outstanding, detached house situated in a very discreet, private gated road between Holland Park and Notting Hill Gate. Description An outstanding, detached house situated in a very discreet, private gated road between Holland Park and Notting Hill Gate. After undergoing a major reconstruction and development which was completed in 2018-2019, number 3 Campden Hill Place offers nearly 12,000 sq ft / 1,115 sq m of accommodation over five floors. The double-fronted villa is approached by a porticoed front door which opens to an impressive entrance hall with stone flooring and staircase to the upper floors. The drawing room and dining room to the front of the house are accessed off the main entrance hall which also leads in to the large open-plan kitchen and family room. This features a glazed extension which includes bi-folding doors which open directly on to the garden. There is also access to the integral garage, accessed from Campden Hill Gardens, from this family room. Of particular note is the configuration of the staff areas which have been designed to service the family accommodation very efficiently. The chef kitchen on the ground floor serves both the kitchen and dining room, but also has access to the front entrance outside for deliveries and links to the laundry room and staff studio apartment on the lower floors without the need to pass through the main house. On the first floor, the principle bedroom suite has two bathrooms and two dressing rooms along with three en-suite secondary bedrooms. The second (top) floor has three further bedrooms and three bathrooms with an informal reception / play room. The double-height ceiling in the swimming pool is spectacular and has adjoining steam, sauna, and treatment rooms along with further media and sitting rooms. The house further benefits from a passenger lift and air-conditioning throughout. The property has one off-street parking to the front of the property and has a double car-stacker within an integral garage which is accessed from Campden Hill Gardens. Location Campden Hill Place is a private cul-de-sac, behind gates, situated off the south side of Holland Park Avenue. This exclusive private road comprises just 4 detached houses. An entrance to Holland Park is within 1/3rd of a mile walking distance and it is equidistant between the amenities of both Holland Park Avenue and Notting Hill Gate. Square Footage: 11,803 sq ft",,,,major reconstruction and development which was completed in 2018-2019
"8 bedroom terraced house for sale in Wilton Crescent, London, SW1X",Terraced,9049,8,8,new,38000000,2024,"An immaculately presented Grade II listed residence situated on one of London's most prestigious crescents. Description No.4 has been comprehensively redeveloped and designed by Leconfield providing a new benchmark for quality and a rare opportunity to own one of Belgravia's finest homes. The impressive house is set among the near identical architectural form of the crescents Portland stone-faced terrace making for an imposing welcome. The property, which also includes a mews house on Kinnerton Street to the rear, has been meticulously reconstructed behind its traditional Georgian façade to provide over 9,000 sq ft of perfectly proportioned living. Location The house enjoys one of London's most premier addresses, positioned on the southwestern end of Wilton Crescent towards Motcomb Street. Comprising a sweeping terrace of Grade II listed Georgian houses, Wilton Crescent is located in the heart of Belgravia, and since its construction in 1825, has been home to many influential residents. The property is well-positioned for the world class amenities of Knightsbridge, Belgravia and Mayfair. Victoria Station is less than a mile away and the Piccadilly Line via Hyde Park Corner is approximately 0.3 miles away and Knightsbridge station is approximately 0.4 miles away. Square Footage: 9,049 sq ft",,Victoria Station is less than a mile away and the Piccadilly Line via Hyde Park Corner is approximately 0.3 miles away and Knightsbridge station is approximately 0.4 miles away,,comprehensively redeveloped and designed by Leconfield providing a new benchmark for quality
"5 bedroom house for sale in Merton Lane, Highgate, London, N6",House,13807,5,,new,32000000,2024,"Located on a sought-after road in the heart of Highgate and occupying a two-acre site, a bespoke family home with the accommodation within the main house predominantly arranged over three floors (13,807 sq. ft. / 1282.7 sq. m ) with the added benefit of a substantial, self-contained staff lodge. The luxurious entrance hall of this stunning home has a glass lift to each floor. From the impressive entrance hall, there is the formal sitting and dining room that overlooks the magnificent grounds, that opens onto the breakfast room and in turn opens onto the kitchen. On the first floor is the master suite with bathroom, four further suites each with en suite bathrooms whilst to the top floor there is a magnificent home study / office with panoramic views over the garden and Hampstead Heath beyond. The leisure facilities have been thoughtfully designed and the swimming pool opens onto the garden whilst there are full spa facilities behind. There is also a home gymnasium and billiards room. The staff lodge extends to approximately 4,400 sq ft and there is garaging below for approximately four cars. The landscaped gardens are in excess of two acres and the gardens offer a serene oasis within this sought-after location with the additional benefit of a tennis court.","swimming pool, full spa facilities, home gymnasium, billiards room",,,
"9 bedroom terraced house for sale in Buckingham Gate, SW1, SW1E",Terraced,15845,9,9,new,45000000,2024,"Stunning White Georgian Stucco Fronted 19th Century Grade II Listed House Which Has Been Painstakingly Newly Refurbished To 21st Century Modern Living Standards. Internal Floor Area Spans An Impressive 15,845 Sq Ft / 1,472 Sq M. The Internal Six Person Passenger Lift Transports You To All Floors, And This Unique Accommodation With Direct Views Overlooking Buckingham Palace And Access To 24h Concierge & Security Included. Three Ample Reception Rooms With High Ceilings Reaching 14'5"" (4.4 m), A Fully Integrated Designer Kitchen, Connected To A Separate Large Dining Area With A Dumbwaiter Lift. The Spacious Master Bedroom (Approximately 2,000 Sq Ft) With Fitted Wardrobes Covers The Entire Second Floor, And Includes A Walk-In Dressing Room And His & Hers Luxury Marble Tiled En-Suite Bathrooms. On The Third And Fourth Floors There Are A Further Six Large Bedrooms, Five With En-Suite Bathrooms.Furthermore, There Are Two Staff Double Bedrooms Located On The Lower Ground Floor, With Their Own Bathroom. Further Benefits Include A Cinema Room, A Service Kitchen / Utility Room, Two Studies, Two Private Terraces, Four Guest Cloakrooms, and An Internal Courtyard. A State Of Art Leisure Complex Is Situated On The Basement Floor, And Comprises A Large Gymnasium, A 10 Meters Swimming Pool, A Sauna and A Massage / Treatment Room.Air Conditioning, Underfloor Heating, Digital Home Automation System.Residents Permit Parking In Front Of The Property, plus Secure Internal Garage Facility. Tenure - Freehold Length of lease - Freehold Annual ground rent amount Ground rent review period - 10 Years Annual service charge amount (£) - Service charge review period - Yearly Council tax band - H - Westminster",,,,
"6 bedroom property for sale in Belgravia Gate, Grosvenor Crescent, Belgravia, London, SW1X",Not Specified,7626,6,7,new,43700000,2024,"A 2nd-floor lateral apartment providing grand entertaining space and 6-bedrooms. Located on the second floor of Belgravia Gate on Grosvenor Crescent the apartment forms part of five, Grade II listed buildings that have been comprehensively redeveloped to provide 12 beautifully crafted residences in this prestigious Belgravia address. The apartment has been exquisitely designed by internationally renowned, New York-based designers Thomas Juul-Hansen. A sophisticated palette of natural tones and materials of the very highest quality has been chosen in order to maximize the magnificent proportions. This apartment has nine large sash windows facing Grosvenor Crescent providing exceptional entertaining and living accommodation with ceiling heights in excess of 3m. Belgravia Gate features a comprehensive suite of five-star amenities. - Belgravia Gate benefits from a truly world-class location and is one the most desirable addresses in Europe surrounded by the very best London has to offer from Michelin-starred restaurants, luxury hotels, and flagship stores, to Royal Parks and numerous cultural sites. The apartment has been exquisitely designed by internationally renowned, New York-based designers Thomas Juul-Hansen. A sophisticated palette of natural tones and materials of the very highest quality has been chosen in order to maximize the magnificent proportions. This apartment has 9 large sash windows facing Grosvenor Crescent providing exceptional entertaining and living accommodation with ceiling heights in excess of 3m. Belgravia Gate features a comprehensive suite of amenities with outstanding interior and architectural design. • 24-hour doorman and concierge • Private reception lobby • Luxurious spa and swimming pool • Treatment and massage rooms • Gymnasium and personal training facilities • Business centre • Private meeting rooms • Temperature-controlled wine cellars • Chef's kitchen • Secure underground car parking with a lift direct to the apartment Complete and ready for immediate occupation. *Property is unfurnished Additional Information Mobile Coverage: Please look at the Ofcom website for more information Belgravia Gate benefits from a truly world-class location and is one of the most desirable addresses in Europe. Surrounded by the very best London has to offer from Michelin-starred restaurants, luxury hotels and flagship stores, to Royal Parks and numerous cultural sites",24-hour doorman and concierge … Luxurious spa and swimming pool … Gymnasium and personal training facilities … Business centre … Private meeting rooms … Temperature-controlled wine cellars … Chef's kitchen … Secure underground car parking with a lift direct to the apartment,,,comprehensively redeveloped
"4 bedroom apartment for sale in 22 Hanover Square, London, W1S 1JA, W1S",Apartment,3057,4,,new,42217600,2024,"The Residences at the Mandarin Oriental offers a blend of modern elegance and comfort in one of London's most dynamic locales. Eye-catching, modern and stylish, this apartment benefits from a wide range of amenities and services including in- residence dining and Michelin- starred cuisine by Chef Akira Back, round-the-clock concierge, housekeeping, valet parking, and a luxurious spa managed by our dedicated in-house Residences Team. The Mandarin Oriental Hotel group is renowned for its exceptional service standards, offering residents personalised experiences that surpass those of any other hotel brand. Located within Hanover Square, The Residences are within moments of London's finest retail destinations, from flagship luxury boutiques to Savile Row tailors, and numerous notable private member clubs and restaurants. Names such as the Ritz, Selfridges, Liberty, Nobu, Royal Opera House and The British Museum are all within walking distance. -Bond Street - 1 minute walk -Regent Street - 1 minute walk",luxurious spa managed by our dedicated in-house Residences Team,,,
"7 bedroom town house for sale in Whistler Square, London, SW1W",Town House,13067,7,8,new,47000000,2024,"A Stunning freehold house of 13,067 square feet within the iconic Chelsea Barracks development. Arranged across seven floors, with a total area of 13,067 sq. ft. (1,214 sq. m.) this beautiful seven-bedroom residence is unrivalled in scale. With a generous width of 10 metres, in comparison to the traditional 6 metres of old, rooms are as broad as they are deep offering exceptional space to entertain or enjoy as a family. Beyond the elegant proportions and extravagant spaces, 6 Whistler Square encompasses the necessities and luxuries of modern living on a scale almost unprecedented for a London home. Unwind in the private spa, with a swimming pool, steam and sauna, workout in the gym, take the family to the movies in the home cinema or enjoy your personal collection from the wine room with guests on the roof terrace. As part of the Estate, access to the world-class amenity offering within Chelsea Barracks is included comprising of a Spa, fully equipped gym, business suite with two boardrooms, residents lounge, cinema, billiards room, 24-hour concierge, lifestyle, and security services. * Private garden * Separate double-height Mews * Private gym and spa with 12m pool * Roof terrace & balcony * Private double-garage * 24-hour Concierge * Access to Estate amenities Tenure - Freehold Asking Price - £47,000,000","private spa, with a swimming pool, steam and sauna, workout in the gym, take the family to the movies in the home cinema or enjoy your personal collection from the wine room with guests on the roof terrace",,,
"6 bedroom house for sale in Whistler Square, Chelsea Barracks, London, SW1W, United Kingdom, SW1W",House,13067,6,6,new,47000000,2024,"Thoughtfully designed, the house is in a historic location yet utterly modern and chic. Inspired by the Georgian townhouses that line the streets of Chelsea, this house has elegant finishes and grand proportions. Set on Whistler Square overlooking a contemporary water feature and blossom-laden trees, it is exceptionally tranquil yet in the heart of London. Arranged across a vast 13,067 sq. ft and six floors, the house has formal and informal reception rooms, perfect for entertaining on a grand scale and nights in with the family alike. These rooms are 30ft wide, compared to the traditional 19 ft. Wooden parquet flooring seamlessly complements the natural stone entrance hall, setting the stage for an impressive Halstock kitchen, featuring integrated appliances from Sub-Zero and Wolf. The entire second floor is devoted to the master suite with a grand bedroom, an expansive dressing room with custom joinery inset with leather panels, lined drawers, and integrated lighting, and a bathroom with bookmatched marble walls, a shower enclosure, and a free-standing bath. Each additional bedroom includes its own en suite bathroom, finished with premium natural stone, hand-polished brassware by Samuel Heath, and vanities topped with natural stone. On the lower-ground floor, there is a spa, with swimming pool, steam and sauna as well as a gym. A cinema room complements a wine room and a beautiful roof terrace crowns the house. A private, calm outdoor space, connected to the kitchen and dining area of the main house. The landscaped garden, with tiered terraces paved with natural stone, provides flexible spaces surrounded by raised planters; creating the perfect setting for outdoor entertaining or al fresco dining. Chelsea Barracks boast impeccable finishes, unrivalled security and utmost discretion, all in easy reach of the cosmopolitan allure of London. The estate unfolds over nearly 13 acres, dotted with beautiful garden squares. The on-site members club, The Garrison, features one of London’s most opulent private spas, as well as an elegant 16-seat cinema, exclusively for the use of residents. London’s best shopping and restaurants are on the development’s doorstep, which is next to The King’s Road and Sloane Street. Hyde Park and Kensington Gardens are both nearby, as are fantastic travel links; Victoria Station runs National Rail Services, and London Underground runs from Victoria, Sloane Square and, a short walk across the river, Battersea Park.","spa, with swimming pool, steam and sauna as well as a gym","Victoria Station runs National Rail Services, and London Underground runs from Victoria, Sloane Square and, a short walk across the river, Battersea Park",,
"8 bedroom end of terrace house for sale in Balfour Place, Mayfair, London, W1K",End of Terrace,9727,8,4,new,49500000,2024,"A grand double fronted townhouse in the heart of the Mayfair Village, Balfour House is arguably the best house in Mayfair. With beautiful proportioned accommodation, triple aspect windows to the south, east and west, a lift to every floor and large roof terrace, the house retains the feel of a comfortable family home whilst being totally unique. This exceptional townhouse, arguably the finest in Mayfair, occupies a prime position within the prestigious Mayfair Village, and offers beautifully-proportioned living spaces that retain the warmth and charm of a true family home. Having undergone an extensive redevelopment, the property features four formal reception rooms – a sitting room, dining room, drawing room, and study– spread across the ground and first floors. The dining room has French doors that open onto a private garden, while the top floor is a spacious 200-square-foot open-plan family room. On the upper floors, all accessible by a generous lift, the principal bedroom located on the second floor, is a luxurious private suite complete with a dressing room, and beautifully designed his and hers octagonal bathrooms. The third and fourth floors each house two bedroom suites, all with dual aspects, a feature shared by all the principal rooms in the house. The kitchen, situated below the ground-floor dining room, includes a rear staircase that leads to a servery kitchen next to the dining room. The rest of the lower ground floor is dedicated to a self-contained staff flat, with one bedroom and bathroom, sitting room, a utility room, and additional storage space. The best part of the house is saved to last with a 525 sq ft roof terrace with a 360º view of the London skyline. Nestled in a tranquil and highly sought-after enclave, equidistant from Hyde Park and Grosvenor Square, the residence is just 100 yards from the serene gardens of Mount Street and the hustle and bustle of Harrys bar and George Club.",,,,extensive redevelopment
